id,text_de,author,category,difficulty,explanation_short,provenance
kolonial_reserve_062,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_063,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_064,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_065,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_066,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_067,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_068,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_069,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_070,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_071,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_072,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_073,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_074,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
frauen_reserve_043,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_044,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_045,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_046,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauenrechte_reserve_012,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_013,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_014,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_015,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_016,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_017,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_018,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_019,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_020,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_021,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_022,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_023,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_024,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_025,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
frauenrechte_reserve_026,"Frauenrechte, Wahlrecht und Gleichberechtigung entstehen durch rechtliche Kaempfe und politische Organisation.",(unknown),"Frauenrechte,Rechte,Gleichberechtigung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauenrechte.,generated
wissenschaft_reserve_002,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",advanced,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_003,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",beginner,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_004,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_005,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",advanced,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_006,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",beginner,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_007,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_008,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",advanced,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_009,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",beginner,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_010,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_011,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",advanced,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_012,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",beginner,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_013,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_014,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",advanced,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_015,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",beginner,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
wissenschaft_reserve_016,"Wissenschaft, Forschung und technische Innovation erweitern Wissen und veraendern gesellschaftliche Praxis.",(unknown),"Wissenschaft,Forschung,Technik",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse wissenschaft.,generated
religion_reserve_026,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_027,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_028,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_029,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_030,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_031,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_032,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_033,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_034,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_035,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_036,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_037,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_038,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_039,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
religion_reserve_040,"Religion, Kirche und saekulare Ordnung strukturieren Werte, Rituale und oeffentlichen Zusammenhalt.",(unknown),"Religion,Kirche,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse religion.,generated
revolution_reserve_044,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_045,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_046,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_047,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_048,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_049,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_050,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_051,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_052,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_053,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_054,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_055,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_056,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_057,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_058,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_059,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_060,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_061,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_062,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_063,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_064,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_065,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_066,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_067,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_068,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_069,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_070,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_071,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_072,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_073,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_074,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_075,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_076,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_077,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_078,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_079,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_080,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_081,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_082,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_083,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_084,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_085,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_086,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_087,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_088,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_089,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_090,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_091,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_092,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_093,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_094,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
revolution_reserve_095,"Revolution und soziale Bewegung zeigen, wie politische Ordnung durch kollektive Praxis veraendert werden kann.",(unknown),"Revolution,Politik,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse revolution.,generated
